Alloy,Tensile Strength: Ultimate (UTS) (psi),Melting Completion (Liquidus),Al,As,B,C,Ca,Ce,Co,Cr,Cu,Fe,La,Mg,Mn,Mo,N,Nb,Ni,O,P,Pb,S,Se,Si,Sn,Ta,Ti,V,W,Zn,Zr
EN 1.8828 (P420ML2) Steel,580.0,1460.0,0.03,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,98.34,0.0,0.0,0.85,0.1,0.01,0.025,0.25,0.0,0.01,0.0,0.0025,0.0,0.25,0.0,0.0,0.025,0.05,0.0,0.0,0.0
EN 1.8831 (P460ML2) Steel,630.0,1460.0,0.03,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,98.29,0.0,0.0,0.85,0.1,0.01,0.025,0.25,0.0,0.01,0.0,0.0025,0.0,0.3,0.0,0.0,0.025,0.05,0.0,0.0,0.0
EN 1.8832 (P355ML1) Steel,530.0,1460.0,0.025,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,98.39,0.0,0.0,0.8,0.1,0.0075,0.025,0.25,0.0,0.01,0.0,0.004,0.0,0.25,0.0,0.0,0.025,0.05,0.0,0.0,0.0
EN 1.8833 (P355ML2) Steel,530.0,1460.0,0.025,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,98.39,0.0,0.0,0.8,0.1,0.0075,0.025,0.25,0.0,0.01,0.0,0.0025,0.0,0.25,0.0,0.0,0.025,0.05,0.0,0.0,0.0
EN 1.8834 (S355ML) Steel,530.0,1460.0,0.0245,0.0,0.0,0.08,0.0,0.0,0.0,0.175,0.3,97.7925,0.0,0.0,0.85,0.065,0.0085,0.03,0.275,0.0,0.015,0.0,0.0125,0.0,0.275,0.0,0.0,0.03,0.06,0.0,0.0,0.0
EN 1.8835 (P420ML1) Steel,580.0,1460.0,0.03,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,98.34,0.0,0.0,0.85,0.1,0.01,0.025,0.25,0.0,0.01,0.0,0.004,0.0,0.25,0.0,0.0,0.025,0.05,0.0,0.0,0.0
EN 1.8836 (S420ML) Steel,570.0,1460.0,0.0345,0.0,0.0,0.09,0.0,0.0,0.0,0.175,0.3,97.5425,0.0,0.0,0.9,0.115,0.0135,0.03,0.425,0.0,0.015,0.0,0.0125,0.0,0.275,0.0,0.0,0.03,0.07,0.0,0.0,0.0
EN 1.8837 (P460ML1) Steel,630.0,1460.0,0.03,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,98.29,0.0,0.0,0.85,0.1,0.01,0.025,0.25,0.0,0.01,0.0,0.0025,0.0,0.3,0.0,0.0,0.025,0.05,0.0,0.0,0.0
EN 1.8838 (S460ML) Steel,610.0,1460.0,0.0345,0.0,0.0,0.09,0.0,0.0,0.0,0.175,0.3,97.4925,0.0,0.0,0.9,0.115,0.0135,0.03,0.425,0.0,0.015,0.0,0.0125,0.0,0.325,0.0,0.0,0.03,0.07,0.0,0.0,0.0
EN 1.8864 (P460QL2) Nickel Steel,610.0,1460.0,0.0,0.0,0.0025,0.09,0.0,0.0,0.0,0.25,0.15,97.55,0.0,0.0,0.85,0.25,0.0075,0.025,0.5,0.0,0.01,0.0,0.0025,0.0,0.25,0.0,0.0,0.015,0.04,0.0,0.0,0.025
EN 1.8865 (P500QL2) Nickel Steel,660.0,1460.0,0.0,0.0,0.0025,0.09,0.0,0.0,0.0,0.5,0.15,96.8,0.0,0.0,0.85,0.35,0.0075,0.025,0.75,0.0,0.01,0.0,0.0025,0.0,0.3,0.0,0.0,0.025,0.04,0.0,0.0,0.075
EN 1.8866 (P355Q) Steel,540.0,1460.0,0.0,0.0,0.0025,0.08,0.0,0.0,0.0,0.15,0.15,98.15,0.0,0.0,0.75,0.125,0.0075,0.025,0.25,0.0,0.0125,0.0,0.005,0.0,0.2,0.0,0.0,0.015,0.03,0.0,0.0,0.025
EN 1.8867 (P355QH) Steel,540.0,1460.0,0.0,0.0,0.0025,0.08,0.0,0.0,0.0,0.15,0.15,98.15,0.0,0.0,0.75,0.125,0.0075,0.025,0.25,0.0,0.0125,0.0,0.005,0.0,0.2,0.0,0.0,0.015,0.03,0.0,0.0,0.025
EN 1.8868 (P355QL1) Steel,540.0,1460.0,0.0,0.0,0.0025,0.08,0.0,0.0,0.0,0.15,0.15,98.2,0.0,0.0,0.75,0.125,0.0075,0.025,0.25,0.0,0.01,0.0,0.004,0.0,0.2,0.0,0.0,0.015,0.03,0.0,0.0,0.025
EN 1.8869 (P355QL2) Steel,540.0,1460.0,0.0,0.0,0.0025,0.08,0.0,0.0,0.0,0.15,0.15,98.2,0.0,0.0,0.75,0.125,0.0075,0.025,0.25,0.0,0.01,0.0,0.0025,0.0,0.2,0.0,0.0,0.015,0.03,0.0,0.0,0.025
EN 1.8870 (P460Q) Nickel Steel,610.0,1460.0,0.0,0.0,0.0025,0.09,0.0,0.0,0.0,0.25,0.15,97.55,0.0,0.0,0.85,0.25,0.0075,0.025,0.5,0.0,0.0125,0.0,0.005,0.0,0.25,0.0,0.0,0.015,0.04,0.0,0.0,0.025
EN 1.8871 (P460QH) Nickel Steel,610.0,1460.0,0.0,0.0,0.0025,0.09,0.0,0.0,0.0,0.25,0.15,97.55,0.0,0.0,0.85,0.25,0.0075,0.025,0.5,0.0,0.0125,0.0,0.005,0.0,0.25,0.0,0.0,0.015,0.04,0.0,0.0,0.025
EN 1.8872 (P460QL1) Nickel Steel,610.0,1460.0,0.0,0.0,0.0025,0.09,0.0,0.0,0.0,0.25,0.15,97.55,0.0,0.0,0.85,0.25,0.0075,0.025,0.5,0.0,0.01,0.0,0.004,0.0,0.25,0.0,0.0,0.015,0.04,0.0,0.0,0.025
EN 1.8873 (P500Q) Nickel Steel,660.0,1460.0,0.0,0.0,0.0025,0.09,0.0,0.0,0.0,0.5,0.15,96.8,0.0,0.0,0.85,0.35,0.0075,0.025,0.75,0.0,0.0125,0.0,0.005,0.0,0.3,0.0,0.0,0.025,0.04,0.0,0.0,0.075
EN 1.8874 (P500QH) Nickel Steel,660.0,1460.0,0.0,0.0,0.0025,0.09,0.0,0.0,0.0,0.5,0.15,96.8,0.0,0.0,0.85,0.35,0.0075,0.025,0.75,0.0,0.0125,0.0,0.005,0.0,0.3,0.0,0.0,0.025,0.04,0.0,0.0,0.075
EN 1.8875 (P500QL1) Nickel Steel,660.0,1460.0,0.0,0.0,0.0025,0.09,0.0,0.0,0.0,0.5,0.15,96.8,0.0,0.0,0.85,0.35,0.0075,0.025,0.75,0.0,0.01,0.0,0.004,0.0,0.3,0.0,0.0,0.025,0.04,0.0,0.0,0.075
EN 1.8879 (P690Q) Nickel Steel,830.0,1460.0,0.0,0.0,0.0025,0.1,0.0,0.0,0.0,0.75,0.15,95.95,0.0,0.0,0.85,0.35,0.0075,0.03,1.25,0.0,0.0125,0.0,0.005,0.0,0.4,0.0,0.0,0.025,0.06,0.0,0.0,0.075
EN 1.8880 (P690QH) Nickel Steel,830.0,1460.0,0.0,0.0,0.0025,0.1,0.0,0.0,0.0,0.75,0.15,95.95,0.0,0.0,0.85,0.35,0.0075,0.03,1.25,0.0,0.0125,0.0,0.005,0.0,0.4,0.0,0.0,0.025,0.06,0.0,0.0,0.075
EN 1.8881 (P690QL1) Nickel Steel,830.0,1460.0,0.0,0.0,0.0025,0.1,0.0,0.0,0.0,0.75,0.15,95.95,0.0,0.0,0.85,0.35,0.0075,0.03,1.25,0.0,0.01,0.0,0.004,0.0,0.4,0.0,0.0,0.025,0.06,0.0,0.0,0.075
EN 1.8888 (P690QL2) Nickel Steel,830.0,1460.0,0.0,0.0,0.0025,0.1,0.0,0.0,0.0,0.75,0.15,95.95,0.0,0.0,0.85,0.35,0.0075,0.03,1.25,0.0,0.01,0.0,0.0025,0.0,0.4,0.0,0.0,0.025,0.06,0.0,0.0,0.075
EN 1.8891 (E460K2) Steel,610.0,1460.0,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.35,97.1,0.0,0.0,1.35,0.05,0.0125,0.025,0.4,0.0,0.0175,0.0,0.015,0.0,0.3,0.0,0.0,0.015,0.1,0.0,0.0,0.0
EN 1.8893 (E730K2) Steel,830.0,1460.0,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.1,96.8,0.0,0.0,1.5499999999999998,0.375,0.01,0.025,0.5,0.0,0.0125,0.0,0.0125,0.0,0.25,0.0,0.0,0.025,0.06,0.0,0.0,0.0
EN 1.8895 (E275M) Steel,400.0,1460.0,0.04,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,98.49,0.0,0.0,0.75,0.1,0.01,0.025,0.15,0.0,0.0175,0.0,0.015,0.0,0.25,0.0,0.0,0.025,0.04,0.0,0.0,0.0
EN 1.8896 (E355M) Steel,510.0,1460.0,0.04,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,98.49,0.0,0.0,0.75,0.1,0.01,0.025,0.15,0.0,0.0175,0.0,0.015,0.0,0.25,0.0,0.0,0.025,0.05,0.0,0.0,0.0
EN 1.8897 (E420M) Steel,560.0,1460.0,0.04,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,98.39,0.0,0.0,0.85,0.1,0.01,0.025,0.15,0.0,0.0175,0.0,0.015,0.0,0.25,0.0,0.0,0.025,0.06,0.0,0.0,0.0
EN 1.8898 (E460M) Steel,600.0,1460.0,0.04,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,98.34,0.0,0.0,0.85,0.1,0.0125,0.025,0.15,0.0,0.0175,0.0,0.015,0.0,0.3,0.0,0.0,0.025,0.06,0.0,0.0,0.0
EN 1.8901 (S460N) Steel,630.0,1460.0,0.0075,0.0,0.0,0.11,0.0,0.0,0.0,0.175,0.3,97.025,0.0,0.0,1.4,0.065,0.0135,0.03,0.425,0.0,0.0175,0.0,0.015,0.0,0.325,0.0,0.0,0.03,0.11,0.0,0.0,0.0
EN 1.8902 (S420N) Steel,600.0,1460.0,0.0075,0.0,0.0,0.11,0.0,0.0,0.0,0.175,0.3,97.025,0.0,0.0,1.4,0.065,0.0135,0.03,0.425,0.0,0.0175,0.0,0.015,0.0,0.325,0.0,0.0,0.03,0.11,0.0,0.0,0.0
EN 1.8903 (S460NL) Steel,630.0,1460.0,0.0075,0.0,0.0,0.11,0.0,0.0,0.0,0.175,0.3,97.025,0.0,0.0,1.4,0.065,0.0135,0.03,0.425,0.0,0.015,0.0,0.0125,0.0,0.325,0.0,0.0,0.03,0.11,0.0,0.0,0.0
EN 1.8912 (S420NL) Steel,600.0,1460.0,0.0075,0.0,0.0,0.11,0.0,0.0,0.0,0.175,0.3,97.025,0.0,0.0,1.4,0.065,0.0135,0.03,0.425,0.0,0.015,0.0,0.0125,0.0,0.325,0.0,0.0,0.03,0.11,0.0,0.0,0.0
EN 1.8915 (P460NL1) Steel,640.0,1460.0,0.035,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.35,97.05,0.0,0.0,1.4,0.05,0.0125,0.025,0.4,0.0,0.0125,0.0,0.004,0.0,0.3,0.0,0.0,0.015,0.1,0.0,0.0,0.0
EN 1.8918 (P460NL2) Steel,640.0,1460.0,0.035,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.35,97.05,0.0,0.0,1.4,0.05,0.0125,0.025,0.4,0.0,0.01,0.0,0.0025,0.0,0.3,0.0,0.0,0.015,0.1,0.0,0.0,0.0
EN 1.8932 (P420NH) Nickel Steel,600.0,1460.0,0.03,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.1,97.2,0.0,0.0,1.35,0.05,0.01,0.025,0.5,0.0,0.0125,0.0,0.0075,0.0,0.35,0.0,0.0,0.0,0.1,0.0,0.0,0.0
EN 1.8935 (P460NH) Steel,640.0,1460.0,0.035,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.35,97.05,0.0,0.0,1.4,0.05,0.0125,0.025,0.4,0.0,0.0125,0.0,0.005,0.0,0.3,0.0,0.0,0.015,0.1,0.0,0.0,0.0
EN 1.8936 (P420QH) Nickel Steel,600.0,1460.0,0.03,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.1,97.2,0.0,0.0,1.35,0.05,0.01,0.025,0.5,0.0,0.0125,0.0,0.0075,0.0,0.35,0.0,0.0,0.0,0.1,0.0,0.0,0.0
EN 1.8945 (S355J0WP) Weathering Steel,580.0,1460.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.825,0.4,97.3,0.0,0.0,0.55,0.0,0.005,0.0,0.35,0.0,0.105,0.0,0.02,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN 1.8946 (S355J2WP) Weathering Steel,580.0,1460.0,0.015,0.0,0.0,0.075,0.0,0.0,0.0,0.825,0.4,97.15,0.0,0.0,0.55,0.0,0.0,0.0325,0.35,0.0,0.105,0.0,0.0175,0.0,0.4,0.0,0.0,0.06,0.07,0.0,0.0,0.0
EN 1.8958 (S235J0W) Weathering Steel,430.0,1460.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.6,0.4,97.9,0.0,0.0,0.425,0.0,0.005,0.0,0.35,0.0,0.02,0.0,0.02,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN 1.8959 (S355J0W) Weathering Steel,570.0,1460.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.6,0.4,96.95,0.0,0.0,1.025,0.175,0.005,0.0,0.35,0.0,0.02,0.0,0.02,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.085
EN 1.8961 (S235J2W) Weathering Steel,430.0,1460.0,0.015,0.0,0.0,0.08,0.0,0.0,0.0,0.6,0.4,97.7,0.0,0.0,0.425,0.0,0.0,0.0325,0.35,0.0,0.02,0.0,0.0175,0.0,0.225,0.0,0.0,0.06,0.07,0.0,0.0,0.0
EN 1.8965 (S355J2W) Weathering Steel,570.0,1460.0,0.015,0.0,0.0,0.095,0.0,0.0,0.0,0.6,0.4,96.8,0.0,0.0,1.025,0.175,0.0,0.0325,0.35,0.0,0.0175,0.0,0.0175,0.0,0.275,0.0,0.0,0.06,0.07,0.0,0.0,0.085
EN 1.8967 (S355K2W) Weathering Steel,570.0,1460.0,0.015,0.0,0.0,0.095,0.0,0.0,0.0,0.6,0.4,96.8,0.0,0.0,1.025,0.175,0.0,0.0325,0.35,0.0,0.0175,0.0,0.0175,0.0,0.275,0.0,0.0,0.06,0.07,0.0,0.0,0.085
EN-1.0031-E190-Non-Alloy-Steel,310.0,1470.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,99.4,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0225,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0033-E155-Non-Alloy-Steel,652.4829777576033,1470.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,99.4,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0225,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0034-E195-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,99.35,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0225,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0038-S235JR-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.15,0.3,98.55,0.0,0.0,0.75,0.04,0.007,0.0,0.15,0.0,0.0225,0.0,0.0225,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0044-S275JR-Non-Alloy-Steel,470.0,1460.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.3,98.7,0.0,0.0,0.8,0.0,0.007,0.0,0.0,0.0,0.0225,0.0,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0045-S355JR-Non-Alloy-Steel,530.0,1460.0,0.0,0.0,0.0,0.135,0.0,0.0,0.0,0.0,0.3,98.35,0.0,0.0,0.85,0.0,0.007,0.0,0.0,0.0,0.0225,0.0,0.0225,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0050-E295-Non-Alloy-Steel,530.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.938,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0275,0.0,0.0275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0060-E335-Non-Alloy-Steel,630.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.938,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0275,0.0,0.0275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0070-E360-Non-Alloy-Steel,740.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.938,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0275,0.0,0.0275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0107-P195TR1-Non-Alloy-Steel,380.0,1460.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.15,0.15,98.85,0.0,0.0,0.35,0.04,0.0,0.005,0.15,0.0,0.0125,0.0,0.01,0.0,0.175,0.0,0.0,0.02,0.01,0.0,0.0,0.0
EN-1.0108-P195TR2-Non-Alloy-Steel,380.0,1460.0,0.11,0.0,0.0,0.065,0.0,0.0,0.0,0.15,0.15,98.74,0.0,0.0,0.35,0.04,0.0,0.005,0.15,0.0,0.0125,0.0,0.0075,0.0,0.175,0.0,0.0,0.02,0.01,0.0,0.0,0.0
EN-1.0114-S235J0-Non-Alloy-Steel,430.0,1460.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.3,98.8,0.0,0.0,0.75,0.0,0.007,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0116-S235J2G3-Non-Alloy-Steel,380.0,1460.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.15,0.0,98.55,0.0,0.0,0.7,0.04,0.0,0.0,0.15,0.0,0.0175,0.0,0.0175,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0117-S235J2-Non-Alloy-Steel,430.0,1460.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.3,98.8,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0143-S275J0-Non-Alloy-Steel,470.0,1460.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.3,98.75,0.0,0.0,0.8,0.0,0.007,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0145-S275J2-Non-Alloy-Steel,470.0,1460.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.3,98.75,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0213-C8C-Non-Alloy-Steel,652.4829777576033,1470.0,0.04,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,99.4575,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0125,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0214-C10C-Non-Alloy-Steel,652.4829777576033,1470.0,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,99.385,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0215-E220-Non-Alloy-Steel,350.0,1460.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,99.35,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0225,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0220-E260-Non-Alloy-Steel,390.0,1460.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,99.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0225,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0225-E275-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0225,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0234-C15C-Non-Alloy-Steel,652.4829777576033,1460.0,0.04,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,99.26,0.0,0.0,0.475,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0236-E315-Non-Alloy-Steel,490.0,1460.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0,98.95,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0175,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0237-E320-Non-Alloy-Steel,470.0,1460.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0225,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0254-P235TR1-Non-Alloy-Steel,430.0,1460.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.15,0.15,98.6,0.0,0.0,0.6,0.04,0.0,0.005,0.15,0.0,0.0125,0.0,0.01,0.0,0.175,0.0,0.0,0.02,0.01,0.0,0.0,0.0
EN-1.0255-P235TR2-Non-Alloy-Steel,430.0,1460.0,0.11,0.0,0.0,0.08,0.0,0.0,0.0,0.15,0.15,97.04,0.0,0.0,0.6,0.04,0.0,0.005,0.15,0.0,0.0125,0.0,0.0075,0.0,0.175,0.0,0.0,0.02,0.01,0.0,0.0,0.0
EN-1.0258-P265TR1-Non-Alloy-Steel,490.0,1460.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.15,98.45,0.0,0.0,0.7,0.04,0.0,0.005,0.15,0.0,0.0125,0.0,0.01,0.0,0.2,0.0,0.0,0.02,0.01,0.0,0.0,0.0
EN-1.0259-P265TR2-Non-Alloy-Steel,490.0,1460.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.15,98.34,0.0,0.0,0.7,0.04,0.0,0.005,0.15,0.0,0.0125,0.0,0.0075,0.0,0.2,0.0,0.0,0.02,0.01,0.0,0.0,0.0
EN-1.0261-E370-Non-Alloy-Steel,510.0,1460.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0,98.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0225,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0303-C4C-Non-Alloy-Steel,652.4829777576033,1470.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,99.5225,0.0,0.0,0.325,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0125,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0308-E235-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.0,99.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0225,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0314-C2C-Non-Alloy-Steel,652.4829777576033,1470.0,0.04,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,99.5725,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0125,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0345-P235GH-Non-Alloy-Steel,420.0,1460.0,0.022,0.0,0.0,0.08,0.0,0.0,0.0,0.15,0.15,98.29,0.0,0.0,0.8999999999999999,0.04,0.006,0.01,0.15,0.0,0.0125,0.0,0.005,0.0,0.175,0.0,0.0,0.015,0.01,0.0,0.0,0.0
EN-1.0348-P195GH-Non-Alloy-Steel,380.0,1460.0,0.11,0.0,0.0,0.065,0.0,0.0,0.0,0.15,0.15,98.74,0.0,0.0,0.35,0.04,0.0,0.005,0.15,0.0,0.0125,0.0,0.005,0.0,0.175,0.0,0.0,0.02,0.01,0.0,0.0,0.0
EN-1.0352-P245GH-Non-Alloy-Steel,470.0,1460.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,98.76,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0075,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0402-C22-Non-Alloy-Steel,460.0,1460.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.2,0.0,98.565,0.0,0.0,0.55,0.05,0.0,0.0,0.2,0.0,0.0225,0.0,0.0225,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0406-C25-Non-Alloy-Steel,470.0,1460.0,0.0,0.0,0.0,0.255,0.0,0.0,0.0,0.2,0.0,98.49,0.0,0.0,0.55,0.05,0.0,0.0,0.2,0.0,0.0225,0.0,0.0225,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0411-C20C-Non-Alloy-Steel,652.4829777576033,1460.0,0.04,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,98.9,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0420-GE200-Cast-Non-Alloy-Steel,460.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0425-P265GH-Non-Alloy-Steel,470.0,1460.0,0.022,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.15,98.04,0.0,0.0,1.1,0.04,0.006,0.01,0.15,0.0,0.0125,0.0,0.005,0.0,0.2,0.0,0.0,0.015,0.01,0.0,0.0,0.0
EN-1.0426-P280GH-Non-Alloy-Steel,520.0,1460.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,98.46,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0075,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0434-C17C-Non-Alloy-Steel,652.4829777576033,1460.0,0.04,0.0,0.0,0.1699999999999999,0.0,0.0,0.0,0.0,0.0,98.99,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0436-P305GH-Non-Alloy-Steel,560.0,1460.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,98.4,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0075,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
